age,parrot_name,number_of_words
20,Rose-ringed parakeet,31
24,Eclectus,31
55,Budgerigar,68
28,Rose-ringed parakeet,35
25,Budgerigar,22
12,Budgerigar,17
31,Budgerigar,53
35,Eclectus,51
31,Budgerigar,40
28,Rose-ringed parakeet,35
4,Eclectus,7
1,Rose-ringed parakeet,11
24,Rose-ringed parakeet,23
32,Eclectus,57
21,Budgerigar,36
59,Rose-ringed parakeet,95
44,Rose-ringed parakeet,58
13,Rose-ringed parakeet,10
12,Rose-ringed parakeet,27
16,Eclectus,34
23,Budgerigar,37
19,Rose-ringed parakeet,22
14,Budgerigar,27
20,Rose-ringed parakeet,34
51,Budgerigar,64
21,Rose-ringed parakeet,34
6,Budgerigar,5
23,Eclectus,30
14,Budgerigar,10
18,Rose-ringed parakeet,16
32,Budgerigar,61
29,Budgerigar,59
23,Budgerigar,42
47,Budgerigar,63
28,Budgerigar,34
44,Rose-ringed parakeet,64
51,Budgerigar,86
5,Rose-ringed parakeet,7
52,Rose-ringed parakeet,64
10,Eclectus,1
29,Rose-ringed parakeet,37
14,Rose-ringed parakeet,11
50,Budgerigar,76
15,Eclectus,21
35,Budgerigar,48
30,Budgerigar,37
35,Eclectus,49
45,Rose-ringed parakeet,69
36,Rose-ringed parakeet,41
12,Rose-ringed parakeet,10
21,Budgerigar,47
33,Rose-ringed parakeet,48
54,Budgerigar,68
59,Rose-ringed parakeet,87
56,Eclectus,75
35,Rose-ringed parakeet,61
37,Rose-ringed parakeet,44
22,Budgerigar,35
47,Budgerigar,60
21,Rose-ringed parakeet,45
9,Eclectus,9
13,Budgerigar,21
23,Eclectus,49
54,Budgerigar,65
31,Rose-ringed parakeet,43
26,Eclectus,43
46,Rose-ringed parakeet,69
37,Budgerigar,59
52,Rose-ringed parakeet,83
58,Eclectus,72
58,Budgerigar,80
29,Budgerigar,56
25,Budgerigar,26
47,Rose-ringed parakeet,85
8,Eclectus,1
54,Budgerigar,72
56,Eclectus,90
14,Eclectus,10
49,Budgerigar,64
53,Eclectus,82
28,Budgerigar,49
3,Rose-ringed parakeet,6
45,Rose-ringed parakeet,56
5,Eclectus,11
13,Rose-ringed parakeet,23
51,Budgerigar,67
20,Budgerigar,35
29,Budgerigar,30
34,Eclectus,43
8,Rose-ringed parakeet,12
11,Rose-ringed parakeet,13
11,Eclectus,18
47,Eclectus,87
17,Budgerigar,36
36,Rose-ringed parakeet,51
9,Rose-ringed parakeet,3
17,Budgerigar,36
45,Rose-ringed parakeet,62
27,Rose-ringed parakeet,41
29,Rose-ringed parakeet,56
33,Eclectus,60
11,Budgerigar,25
23,Budgerigar,26
44,Eclectus,72
19,Eclectus,32
38,Budgerigar,40
48,Eclectus,73
38,Budgerigar,54
29,Rose-ringed parakeet,56
34,Budgerigar,68
36,Rose-ringed parakeet,70
26,Budgerigar,59
52,Eclectus,76
7,Eclectus,0
32,Budgerigar,64
45,Rose-ringed parakeet,64
13,Rose-ringed parakeet,28
4,Budgerigar,1
57,Budgerigar,99
46,Budgerigar,75
16,Budgerigar,22
30,Budgerigar,39
17,Eclectus,29
24,Rose-ringed parakeet,36
3,Rose-ringed parakeet,13
6,Budgerigar,14
56,Budgerigar,81
35,Budgerigar,53
41,Rose-ringed parakeet,77
36,Budgerigar,55
59,Eclectus,81
38,Eclectus,65
38,Eclectus,68
14,Rose-ringed parakeet,27
34,Budgerigar,60
8,Eclectus,1
22,Rose-ringed parakeet,39
55,Eclectus,80
52,Rose-ringed parakeet,84
13,Eclectus,15
16,Eclectus,15
20,Rose-ringed parakeet,13
58,Rose-ringed parakeet,87
44,Rose-ringed parakeet,75
24,Budgerigar,43
59,Budgerigar,97
8,Budgerigar,4
11,Rose-ringed parakeet,16
4,Budgerigar,18
21,Eclectus,45
51,Eclectus,82
47,Rose-ringed parakeet,67
8,Budgerigar,8
20,Budgerigar,31
48,Rose-ringed parakeet,89
3,Eclectus,14
40,Rose-ringed parakeet,52
13,Budgerigar,13
51,Rose-ringed parakeet,65
53,Rose-ringed parakeet,89
60,Eclectus,91
18,Rose-ringed parakeet,16
10,Eclectus,20
12,Budgerigar,14
50,Budgerigar,77
20,Eclectus,36
21,Budgerigar,46
6,Rose-ringed parakeet,11
55,Rose-ringed parakeet,71
38,Rose-ringed parakeet,49
52,Rose-ringed parakeet,78
11,Eclectus,14
46,Rose-ringed parakeet,84
9,Eclectus,0
14,Eclectus,27
36,Rose-ringed parakeet,56
35,Budgerigar,69
44,Eclectus,78
37,Budgerigar,55
42,Eclectus,58
20,Rose-ringed parakeet,23
26,Eclectus,34
58,Budgerigar,94
23,Rose-ringed parakeet,30
29,Budgerigar,51
30,Budgerigar,51
10,Budgerigar,8
14,Rose-ringed parakeet,13
1,Rose-ringed parakeet,13
19,Eclectus,28
32,Budgerigar,47
22,Budgerigar,42
21,Eclectus,41
27,Eclectus,42
24,Rose-ringed parakeet,48
25,Budgerigar,29
19,Rose-ringed parakeet,13
43,Rose-ringed parakeet,79
7,Eclectus,16
5,Eclectus,10
24,Rose-ringed parakeet,36
54,Budgerigar,80
19,Eclectus,21
40,Rose-ringed parakeet,66
34,Rose-ringed parakeet,64
37,Rose-ringed parakeet,68
19,Budgerigar,25
34,Rose-ringed parakeet,61
40,Rose-ringed parakeet,45
45,Rose-ringed parakeet,73
1,Eclectus,7
17,Rose-ringed parakeet,18
49,Eclectus,78
41,Eclectus,51
49,Budgerigar,79
34,Rose-ringed parakeet,66
12,Budgerigar,26
50,Rose-ringed parakeet,72
36,Eclectus,56
31,Rose-ringed parakeet,57
35,Rose-ringed parakeet,48
1,Eclectus,18
19,Budgerigar,16
42,Eclectus,66
31,Eclectus,41
56,Eclectus,78
1,Eclectus,4
50,Budgerigar,89
51,Rose-ringed parakeet,72
52,Rose-ringed parakeet,76
16,Budgerigar,37
15,Rose-ringed parakeet,28
31,Budgerigar,40
24,Rose-ringed parakeet,25
38,Rose-ringed parakeet,46
4,Budgerigar,3
22,Rose-ringed parakeet,37
11,Eclectus,10
10,Rose-ringed parakeet,5
38,Eclectus,59
55,Rose-ringed parakeet,62
20,Budgerigar,11
9,Budgerigar,14
49,Rose-ringed parakeet,76
19,Eclectus,22
57,Rose-ringed parakeet,100
43,Rose-ringed parakeet,65
40,Budgerigar,59
34,Rose-ringed parakeet,70
22,Eclectus,34
35,Eclectus,66
12,Rose-ringed parakeet,15
6,Eclectus,2
17,Budgerigar,37
32,Rose-ringed parakeet,63
23,Rose-ringed parakeet,30
4,Budgerigar,12
22,Eclectus,27
52,Rose-ringed parakeet,85
6,Rose-ringed parakeet,10
2,Budgerigar,4
28,Eclectus,45
6,Rose-ringed parakeet,1
29,Eclectus,51
19,Budgerigar,38
2,Eclectus,20
48,Budgerigar,60
21,Budgerigar,36
29,Budgerigar,47
26,Budgerigar,57
42,Budgerigar,78
40,Eclectus,46
28,Rose-ringed parakeet,52
37,Rose-ringed parakeet,57
46,Rose-ringed parakeet,70
19,Budgerigar,24
37,Rose-ringed parakeet,69
33,Eclectus,41
43,Rose-ringed parakeet,77
25,Rose-ringed parakeet,49
58,Eclectus,81
44,Eclectus,54
8,Rose-ringed parakeet,10
18,Rose-ringed parakeet,26
32,Eclectus,63
51,Eclectus,65
47,Rose-ringed parakeet,84
45,Rose-ringed parakeet,63
50,Rose-ringed parakeet,64
41,Eclectus,76
30,Eclectus,43
56,Rose-ringed parakeet,80
29,Rose-ringed parakeet,57
4,Rose-ringed parakeet,3
10,Eclectus,15
2,Budgerigar,6
41,Eclectus,72
59,Budgerigar,100
12,Rose-ringed parakeet,22
14,Eclectus,27
22,Budgerigar,50
1,Budgerigar,17
39,Budgerigar,66
8,Eclectus,8
16,Rose-ringed parakeet,35
56,Eclectus,87
23,Rose-ringed parakeet,29
23,Rose-ringed parakeet,48
30,Eclectus,59
47,Budgerigar,64
36,Budgerigar,47
22,Eclectus,37
33,Budgerigar,51
1,Eclectus,18
13,Budgerigar,26
15,Rose-ringed parakeet,22
50,Budgerigar,86
45,Rose-ringed parakeet,57
23,Eclectus,24
9,Eclectus,6
18,Rose-ringed parakeet,38
46,Rose-ringed parakeet,80
5,Budgerigar,9
56,Budgerigar,85
25,Budgerigar,44
11,Eclectus,24
9,Eclectus,14
29,Eclectus,35
35,Rose-ringed parakeet,51
42,Rose-ringed parakeet,57
21,Eclectus,39
20,Eclectus,28
8,Budgerigar,0
28,Eclectus,47
27,Budgerigar,48
41,Budgerigar,53
9,Rose-ringed parakeet,17
32,Eclectus,70
31,Budgerigar,45
10,Budgerigar,7
38,Eclectus,54
21,Budgerigar,32
31,Rose-ringed parakeet,67
35,Budgerigar,56
40,Eclectus,41
44,Budgerigar,57
40,Rose-ringed parakeet,59
57,Rose-ringed parakeet,96
47,Budgerigar,82
34,Budgerigar,58
45,Rose-ringed parakeet,64
41,Rose-ringed parakeet,76
27,Eclectus,40
19,Budgerigar,37
23,Rose-ringed parakeet,37
40,Rose-ringed parakeet,45
22,Rose-ringed parakeet,33
18,Budgerigar,10
33,Budgerigar,61
34,Rose-ringed parakeet,42
41,Eclectus,66
20,Rose-ringed parakeet,36
47,Rose-ringed parakeet,86
10,Eclectus,8
1,Eclectus,6
17,Rose-ringed parakeet,40
51,Budgerigar,88
40,Eclectus,45
26,Eclectus,53
12,Eclectus,15
57,Rose-ringed parakeet,90
55,Budgerigar,76
38,Eclectus,62
53,Budgerigar,60
45,Rose-ringed parakeet,75
3,Rose-ringed parakeet,8
39,Budgerigar,69
32,Eclectus,62
27,Rose-ringed parakeet,59
15,Eclectus,11
17,Rose-ringed parakeet,33
49,Budgerigar,63
35,Eclectus,48
29,Eclectus,44
50,Budgerigar,82
47,Eclectus,81
28,Budgerigar,41
14,Eclectus,24
12,Rose-ringed parakeet,18
37,Rose-ringed parakeet,68
25,Budgerigar,23
10,Budgerigar,0
3,Eclectus,10
45,Budgerigar,57
59,Rose-ringed parakeet,72
6,Budgerigar,0
39,Eclectus,61
57,Eclectus,79
57,Eclectus,95
38,Rose-ringed parakeet,52
10,Budgerigar,6
47,Rose-ringed parakeet,73
2,Rose-ringed parakeet,5
40,Rose-ringed parakeet,64
39,Eclectus,48
40,Rose-ringed parakeet,65
25,Eclectus,27
40,Budgerigar,56
49,Eclectus,62
36,Budgerigar,44
20,Rose-ringed parakeet,15
2,Rose-ringed parakeet,20
48,Budgerigar,61
12,Rose-ringed parakeet,19
40,Eclectus,46
59,Budgerigar,98
55,Eclectus,84
44,Rose-ringed parakeet,66
52,Rose-ringed parakeet,65
38,Rose-ringed parakeet,45
53,Eclectus,84
30,Budgerigar,36
50,Rose-ringed parakeet,72
44,Rose-ringed parakeet,51
58,Budgerigar,83
42,Budgerigar,61
12,Eclectus,10
48,Budgerigar,64
29,Rose-ringed parakeet,54
13,Rose-ringed parakeet,23
15,Rose-ringed parakeet,24
41,Rose-ringed parakeet,75
35,Eclectus,65
12,Eclectus,27
18,Eclectus,13
23,Budgerigar,40
49,Rose-ringed parakeet,72
33,Eclectus,51
46,Budgerigar,61
6,Eclectus,3
43,Rose-ringed parakeet,63
52,Rose-ringed parakeet,69
13,Rose-ringed parakeet,30
47,Rose-ringed parakeet,89
50,Budgerigar,75
21,Eclectus,29
5,Eclectus,10
19,Rose-ringed parakeet,18
20,Budgerigar,18
26,Budgerigar,30
11,Rose-ringed parakeet,29
18,Eclectus,20
1,Rose-ringed parakeet,3
35,Rose-ringed parakeet,46
57,Rose-ringed parakeet,91
28,Eclectus,58
17,Budgerigar,30
59,Rose-ringed parakeet,95
8,Rose-ringed parakeet,7
36,Budgerigar,50
1,Budgerigar,4
9,Eclectus,17
51,Budgerigar,79
58,Eclectus,99
56,Rose-ringed parakeet,97
7,Budgerigar,14
38,Rose-ringed parakeet,56
3,Budgerigar,17
24,Eclectus,33
13,Rose-ringed parakeet,22
25,Rose-ringed parakeet,35
47,Rose-ringed parakeet,65
47,Rose-ringed parakeet,62
3,Rose-ringed parakeet,3
25,Rose-ringed parakeet,48
8,Rose-ringed parakeet,17
36,Eclectus,58
1,Eclectus,17
22,Eclectus,35
56,Budgerigar,72
28,Eclectus,33
8,Eclectus,12
2,Budgerigar,0
43,Eclectus,63
23,Rose-ringed parakeet,26
14,Rose-ringed parakeet,16
60,Eclectus,82
6,Rose-ringed parakeet,11
51,Eclectus,69
58,Budgerigar,71
21,Eclectus,33
39,Budgerigar,48
32,Budgerigar,60
41,Eclectus,73
3,Budgerigar,10
2,Eclectus,1
21,Rose-ringed parakeet,23
46,Rose-ringed parakeet,67
30,Budgerigar,42
43,Budgerigar,64
23,Budgerigar,38
12,Budgerigar,13
14,Eclectus,24
40,Eclectus,58
14,Rose-ringed parakeet,30
18,Eclectus,17
7,Budgerigar,1
53,Budgerigar,71
38,Rose-ringed parakeet,54
29,Eclectus,49
5,Rose-ringed parakeet,10
12,Rose-ringed parakeet,20
60,Budgerigar,91
55,Eclectus,84
44,Eclectus,66
42,Rose-ringed parakeet,62
28,Eclectus,54
55,Eclectus,66
33,Eclectus,61
36,Eclectus,64
51,Eclectus,75
33,Eclectus,41
46,Budgerigar,67
48,Rose-ringed parakeet,65
13,Eclectus,10
12,Budgerigar,28
21,Rose-ringed parakeet,41
59,Budgerigar,73
14,Rose-ringed parakeet,14
14,Budgerigar,17
22,Eclectus,48
6,Eclectus,13
20,Budgerigar,39
4,Rose-ringed parakeet,12
35,Rose-ringed parakeet,46
57,Rose-ringed parakeet,80
38,Eclectus,66
49,Eclectus,81
12,Budgerigar,23
13,Rose-ringed parakeet,28
36,Eclectus,59
46,Rose-ringed parakeet,74
27,Budgerigar,48
35,Rose-ringed parakeet,55
43,Eclectus,50
18,Eclectus,19
8,Budgerigar,5
19,Budgerigar,14
3,Rose-ringed parakeet,4
5,Eclectus,5
26,Rose-ringed parakeet,53
7,Eclectus,11
53,Budgerigar,77
59,Eclectus,99
3,Rose-ringed parakeet,0
5,Rose-ringed parakeet,5
13,Budgerigar,24
15,Eclectus,24
8,Rose-ringed parakeet,11
28,Budgerigar,46
20,Eclectus,13
13,Eclectus,29
51,Eclectus,67
56,Eclectus,85
37,Eclectus,54
54,Rose-ringed parakeet,79
41,Rose-ringed parakeet,80
49,Budgerigar,62
50,Eclectus,80
28,Eclectus,60
25,Eclectus,39
18,Eclectus,19
30,Eclectus,45
17,Rose-ringed parakeet,12
17,Budgerigar,40
27,Budgerigar,51
9,Eclectus,8
15,Rose-ringed parakeet,22
27,Rose-ringed parakeet,56
43,Budgerigar,63
22,Eclectus,41
36,Budgerigar,63
50,Rose-ringed parakeet,69
44,Eclectus,60
17,Rose-ringed parakeet,23
45,Rose-ringed parakeet,61
18,Rose-ringed parakeet,12
45,Eclectus,50
30,Rose-ringed parakeet,55
48,Eclectus,85
15,Rose-ringed parakeet,25
59,Eclectus,93
36,Eclectus,40
39,Eclectus,66
13,Rose-ringed parakeet,26
40,Rose-ringed parakeet,41
6,Eclectus,2
10,Rose-ringed parakeet,12
57,Budgerigar,90
57,Eclectus,78
11,Rose-ringed parakeet,26
7,Budgerigar,1
37,Eclectus,57
39,Eclectus,53
27,Rose-ringed parakeet,45
17,Eclectus,15
12,Rose-ringed parakeet,14
13,Rose-ringed parakeet,22
12,Eclectus,14
2,Budgerigar,5
47,Budgerigar,84
20,Rose-ringed parakeet,39
3,Rose-ringed parakeet,16
8,Eclectus,3
49,Budgerigar,77
25,Eclectus,36
28,Eclectus,38
55,Eclectus,88
55,Rose-ringed parakeet,61
50,Budgerigar,79
20,Budgerigar,26
33,Rose-ringed parakeet,52
7,Eclectus,4
29,Rose-ringed parakeet,51
11,Rose-ringed parakeet,10
3,Budgerigar,5
22,Eclectus,41
18,Rose-ringed parakeet,16
31,Budgerigar,64
39,Eclectus,58
54,Rose-ringed parakeet,67
12,Budgerigar,14
14,Rose-ringed parakeet,23
46,Rose-ringed parakeet,78
52,Rose-ringed parakeet,83
44,Eclectus,78
42,Rose-ringed parakeet,70
5,Eclectus,5
46,Rose-ringed parakeet,88
41,Budgerigar,77
46,Eclectus,63
58,Eclectus,88
3,Budgerigar,8
46,Eclectus,70
45,Eclectus,51
16,Eclectus,37
2,Eclectus,14
18,Eclectus,23
1,Eclectus,19
25,Eclectus,34
16,Eclectus,40
42,Eclectus,70
51,Rose-ringed parakeet,90
37,Eclectus,47
56,Rose-ringed parakeet,86
15,Budgerigar,15
3,Eclectus,13
16,Budgerigar,19
15,Rose-ringed parakeet,21
44,Eclectus,60
47,Rose-ringed parakeet,85
11,Budgerigar,15
36,Budgerigar,68
25,Budgerigar,36
8,Eclectus,9
46,Budgerigar,89
11,Rose-ringed parakeet,29
40,Budgerigar,40
58,Eclectus,99
31,Rose-ringed parakeet,61
23,Budgerigar,37
20,Rose-ringed parakeet,32
4,Budgerigar,1
40,Budgerigar,48
24,Budgerigar,45
49,Budgerigar,75
11,Budgerigar,23
26,Budgerigar,54
40,Eclectus,64
26,Budgerigar,34
5,Rose-ringed parakeet,1
36,Rose-ringed parakeet,61
27,Rose-ringed parakeet,58
48,Budgerigar,65
60,Rose-ringed parakeet,86
18,Rose-ringed parakeet,13
31,Eclectus,49
60,Budgerigar,89
3,Eclectus,5
17,Rose-ringed parakeet,19
46,Budgerigar,67
8,Rose-ringed parakeet,16
56,Rose-ringed parakeet,88
11,Budgerigar,14
25,Budgerigar,29
12,Rose-ringed parakeet,20
43,Eclectus,72
26,Rose-ringed parakeet,39
35,Eclectus,61
3,Budgerigar,18
53,Budgerigar,69
52,Eclectus,75
20,Budgerigar,15
31,Budgerigar,48
10,Rose-ringed parakeet,18
54,Rose-ringed parakeet,87
29,Budgerigar,49
15,Eclectus,23
60,Rose-ringed parakeet,70
36,Eclectus,49
58,Budgerigar,75
5,Budgerigar,13
13,Budgerigar,28
57,Rose-ringed parakeet,99
44,Eclectus,53
15,Eclectus,28
42,Budgerigar,66
2,Rose-ringed parakeet,20
8,Budgerigar,14
4,Rose-ringed parakeet,15
25,Rose-ringed parakeet,36
58,Budgerigar,98
58,Eclectus,94
15,Budgerigar,27
27,Rose-ringed parakeet,31
43,Budgerigar,66
16,Budgerigar,15
10,Budgerigar,7
6,Eclectus,7
55,Rose-ringed parakeet,73
23,Budgerigar,50
32,Eclectus,69
39,Budgerigar,57
38,Budgerigar,67
37,Eclectus,49
11,Eclectus,27
26,Budgerigar,42
10,Rose-ringed parakeet,17
34,Eclectus,54
8,Eclectus,13
39,Rose-ringed parakeet,55
33,Eclectus,43
13,Budgerigar,25
33,Budgerigar,54
47,Rose-ringed parakeet,77
12,Rose-ringed parakeet,28
44,Rose-ringed parakeet,72
23,Rose-ringed parakeet,50
24,Budgerigar,46
9,Eclectus,15
23,Rose-ringed parakeet,24
53,Rose-ringed parakeet,74
21,Budgerigar,26
36,Eclectus,62
33,Eclectus,56
14,Rose-ringed parakeet,10
59,Rose-ringed parakeet,79
1,Rose-ringed parakeet,20
31,Eclectus,62
28,Budgerigar,53
16,Budgerigar,11
50,Rose-ringed parakeet,65
44,Budgerigar,50
9,Rose-ringed parakeet,16
24,Rose-ringed parakeet,31
53,Eclectus,74
51,Eclectus,60
52,Budgerigar,72
60,Rose-ringed parakeet,89
40,Eclectus,64
24,Rose-ringed parakeet,24
36,Budgerigar,46
56,Budgerigar,98
54,Eclectus,68
54,Budgerigar,63
33,Budgerigar,66
47,Rose-ringed parakeet,69
11,Budgerigar,20
22,Eclectus,23
53,Rose-ringed parakeet,80
24,Budgerigar,34
23,Eclectus,48
28,Rose-ringed parakeet,42
37,Eclectus,52
43,Eclectus,54
3,Eclectus,9
27,Budgerigar,46
7,Budgerigar,4
14,Rose-ringed parakeet,23
25,Rose-ringed parakeet,47
12,Rose-ringed parakeet,20
7,Eclectus,5
28,Budgerigar,36
17,Eclectus,18
60,Rose-ringed parakeet,95
56,Rose-ringed parakeet,91
38,Eclectus,56
57,Eclectus,86
58,Rose-ringed parakeet,97
30,Budgerigar,35
44,Eclectus,78
55,Rose-ringed parakeet,68
3,Rose-ringed parakeet,16
22,Rose-ringed parakeet,50
56,Eclectus,82
4,Rose-ringed parakeet,1
46,Rose-ringed parakeet,77
49,Budgerigar,86
50,Budgerigar,85
49,Budgerigar,73
48,Rose-ringed parakeet,67
52,Budgerigar,68
38,Budgerigar,50
1,Rose-ringed parakeet,13
25,Eclectus,34
53,Budgerigar,60
35,Rose-ringed parakeet,59
25,Rose-ringed parakeet,23
37,Eclectus,45
11,Budgerigar,27
44,Eclectus,63
39,Budgerigar,68
31,Eclectus,67
15,Budgerigar,19
57,Eclectus,76
38,Rose-ringed parakeet,62
34,Rose-ringed parakeet,47
23,Budgerigar,42
42,Eclectus,61
19,Budgerigar,22
40,Budgerigar,52
18,Rose-ringed parakeet,13
53,Eclectus,74
43,Rose-ringed parakeet,60
28,Rose-ringed parakeet,44
17,Eclectus,20
44,Budgerigar,61
60,Eclectus,81
37,Budgerigar,49
28,Rose-ringed parakeet,58
34,Budgerigar,55
46,Rose-ringed parakeet,89
13,Rose-ringed parakeet,23
22,Budgerigar,37
33,Rose-ringed parakeet,51
50,Eclectus,60
34,Rose-ringed parakeet,48
40,Rose-ringed parakeet,47
5,Budgerigar,11
37,Eclectus,57
41,Rose-ringed parakeet,50
31,Eclectus,54
13,Eclectus,10
3,Budgerigar,0
13,Budgerigar,27
15,Budgerigar,28
7,Rose-ringed parakeet,5
12,Budgerigar,19
2,Rose-ringed parakeet,16
14,Rose-ringed parakeet,20
53,Eclectus,72
26,Budgerigar,42
11,Eclectus,20
10,Eclectus,20
46,Eclectus,86
24,Budgerigar,20
3,Rose-ringed parakeet,14
53,Rose-ringed parakeet,80
39,Budgerigar,55
55,Eclectus,89
36,Rose-ringed parakeet,66
42,Budgerigar,62
17,Eclectus,23
48,Rose-ringed parakeet,67
37,Eclectus,62
30,Rose-ringed parakeet,51
39,Eclectus,50
15,Rose-ringed parakeet,26
58,Budgerigar,90
20,Rose-ringed parakeet,29
12,Eclectus,12
41,Rose-ringed parakeet,68
12,Budgerigar,22
57,Eclectus,94
21,Budgerigar,32
59,Rose-ringed parakeet,72
23,Rose-ringed parakeet,45
3,Rose-ringed parakeet,4
7,Eclectus,13
30,Eclectus,32
58,Budgerigar,85
11,Eclectus,14
58,Rose-ringed parakeet,89
2,Eclectus,1
34,Rose-ringed parakeet,52
51,Eclectus,86
40,Eclectus,43
56,Rose-ringed parakeet,81
12,Budgerigar,12
55,Eclectus,78
44,Eclectus,57
5,Rose-ringed parakeet,14
54,Rose-ringed parakeet,61
5,Eclectus,11
56,Eclectus,94
25,Budgerigar,37
32,Rose-ringed parakeet,69
14,Budgerigar,21
6,Budgerigar,2
35,Budgerigar,55
54,Rose-ringed parakeet,60
45,Budgerigar,80
58,Rose-ringed parakeet,87
23,Rose-ringed parakeet,40
11,Rose-ringed parakeet,12
10,Budgerigar,2
37,Eclectus,68
19,Budgerigar,32
60,Rose-ringed parakeet,77
29,Budgerigar,50
10,Eclectus,9
37,Eclectus,52
52,Budgerigar,76
43,Eclectus,51
22,Budgerigar,34
46,Budgerigar,62
16,Budgerigar,25
16,Rose-ringed parakeet,27
44,Budgerigar,67
29,Rose-ringed parakeet,31
45,Rose-ringed parakeet,74
20,Budgerigar,27
32,Rose-ringed parakeet,47
37,Eclectus,41
42,Eclectus,70
36,Eclectus,51
32,Budgerigar,53
59,Budgerigar,98
21,Rose-ringed parakeet,30
41,Eclectus,68
58,Eclectus,98
50,Eclectus,86
48,Eclectus,81
22,Budgerigar,20
41,Budgerigar,60
57,Rose-ringed parakeet,96
32,Rose-ringed parakeet,68
20,Eclectus,35
55,Rose-ringed parakeet,63
25,Rose-ringed parakeet,21
43,Eclectus,76
6,Rose-ringed parakeet,14
6,Rose-ringed parakeet,3
35,Budgerigar,65
33,Rose-ringed parakeet,64
58,Rose-ringed parakeet,71
9,Eclectus,6
14,Rose-ringed parakeet,22
29,Eclectus,46
28,Budgerigar,34
60,Rose-ringed parakeet,87
50,Rose-ringed parakeet,88
47,Budgerigar,86
32,Eclectus,52
54,Eclectus,73
7,Rose-ringed parakeet,2
15,Rose-ringed parakeet,22
58,Eclectus,81
33,Eclectus,42
59,Eclectus,78
24,Eclectus,48
46,Eclectus,68
18,Budgerigar,37
5,Budgerigar,4
33,Budgerigar,48
35,Rose-ringed parakeet,50
20,Budgerigar,12
23,Eclectus,34
44,Rose-ringed parakeet,72
54,Rose-ringed parakeet,89
52,Budgerigar,60
33,Budgerigar,61
30,Rose-ringed parakeet,54
45,Eclectus,59
52,Rose-ringed parakeet,82
55,Budgerigar,77
20,Rose-ringed parakeet,17
23,Budgerigar,43
22,Budgerigar,47
23,Rose-ringed parakeet,36
32,Eclectus,40
1,Budgerigar,10
53,Eclectus,60
10,Eclectus,10
3,Budgerigar,6
30,Eclectus,60
55,Budgerigar,85
18,Rose-ringed parakeet,35
8,Eclectus,12
18,Budgerigar,39
15,Budgerigar,20
12,Eclectus,15
10,Eclectus,5
1,Eclectus,15
42,Budgerigar,80
5,Budgerigar,19
21,Eclectus,20
35,Eclectus,70
41,Rose-ringed parakeet,67
3,Eclectus,20
10,Eclectus,7
59,Eclectus,90
2,Eclectus,20
13,Rose-ringed parakeet,19
32,Budgerigar,52
9,Budgerigar,12
37,Budgerigar,66
22,Budgerigar,50
21,Rose-ringed parakeet,47
60,Rose-ringed parakeet,90
55,Budgerigar,89
4,Rose-ringed parakeet,11
33,Budgerigar,42
57,Rose-ringed parakeet,98
14,Rose-ringed parakeet,22
22,Budgerigar,37
39,Eclectus,40
53,Budgerigar,64
33,Rose-ringed parakeet,65
26,Rose-ringed parakeet,60
19,Rose-ringed parakeet,19
28,Eclectus,49
34,Rose-ringed parakeet,58
18,Rose-ringed parakeet,18
17,Rose-ringed parakeet,33
23,Eclectus,40
1,Rose-ringed parakeet,9
4,Budgerigar,10
58,Eclectus,79
51,Rose-ringed parakeet,66
26,Eclectus,41
47,Rose-ringed parakeet,67
25,Budgerigar,23
30,Budgerigar,33
2,Rose-ringed parakeet,4
10,Rose-ringed parakeet,14
58,Eclectus,90
13,Eclectus,19
41,Rose-ringed parakeet,55
43,Rose-ringed parakeet,66
43,Eclectus,78
42,Rose-ringed parakeet,64
51,Rose-ringed parakeet,87
38,Eclectus,48
27,Budgerigar,59
19,Rose-ringed parakeet,35
10,Budgerigar,5
18,Eclectus,25
53,Eclectus,87
7,Rose-ringed parakeet,11
11,Rose-ringed parakeet,26
26,Budgerigar,43
3,Eclectus,14
1,Eclectus,4
41,Budgerigar,59
40,Rose-ringed parakeet,63
35,Budgerigar,58
1,Rose-ringed parakeet,10
36,Rose-ringed parakeet,56
59,Rose-ringed parakeet,95
54,Budgerigar,88
17,Rose-ringed parakeet,13
16,Budgerigar,17
32,Budgerigar,49
53,Eclectus,77
14,Budgerigar,16
54,Budgerigar,70
54,Rose-ringed parakeet,75
30,Rose-ringed parakeet,50
22,Rose-ringed parakeet,47
1,Budgerigar,17
12,Rose-ringed parakeet,30
58,Rose-ringed parakeet,82
9,Rose-ringed parakeet,5
4,Rose-ringed parakeet,18
12,Rose-ringed parakeet,27
22,Eclectus,50
17,Eclectus,24
28,Rose-ringed parakeet,58
36,Rose-ringed parakeet,53
32,Budgerigar,67
19,Eclectus,19
28,Rose-ringed parakeet,42
36,Budgerigar,49
50,Eclectus,85
15,Rose-ringed parakeet,17
14,Eclectus,23
17,Rose-ringed parakeet,13
13,Eclectus,27
55,Eclectus,69
43,Eclectus,79
55,Rose-ringed parakeet,63
35,Eclectus,70
55,Budgerigar,66
51,Eclectus,75
10,Eclectus,2
59,Rose-ringed parakeet,81
8,Budgerigar,3
44,Budgerigar,71
54,Budgerigar,85
42,Budgerigar,79
58,Eclectus,77
56,Eclectus,100
6,Eclectus,10
36,Rose-ringed parakeet,58
60,Rose-ringed parakeet,93
